ID,GR,DEEP_RES,DENS,SP
3581,88.3987,172.0119,2.5735,38.75
3582,70.2461,324.6741,2.3586,38.125
3583,72.1008,587.9282,2.5646,37.5
3584,77.0104,149.3677,2.7535,37.0139
3585,77.0107,114.3389,2.7162,36.875
3586,73.1287,98.7593,2.654,36.875
3587,78.6377,108.3354,2.7148,36.875
3588,72.0153,136.6754,2.7367,36.7188
3589,67.7054,130.294,2.4498,35.2083
3590,79.8364,172.2844,2.6098,32.6563
3591,66.935,244.4952,2.5937,28.75
3592,73.3285,268.1926,2.7503,38.75
3593,72.5291,232.2661,2.8418,39.375
3594,74.8122,159.3681,2.7975,39.375
3595,74.1274,112.8958,2.8469,39.375
3596,71.2735,114.0052,2.8289,39.375
3597,65.5648,130.3778,2.825,39.375
3598,71.7015,139.7299,2.8057,39.6094
3599,75.5263,135.2504,2.8409,39.6094
3600,70.6166,146.5607,2.8027,40
3601,59.4279,215.1349,2.8156,39.6875
3602,62.396,400.8743,2.8079,40
3603,73.3571,426.1137,2.8118,40
3604,75.8689,205.3667,2.798,39.375
3605,68.4476,102.5187,2.7639,39.375
3606,68.8471,62.1363,2.7932,39.0179
3607,62.1394,67.2621,2.7798,38.75
3608,74.4703,81.9695,2.8075,38.125
3609,95.3074,103.9493,2.7868,38.125
3610,96.4202,95.7391,2.8106,38.125
3611,75.3266,106.3282,2.8434,38.125
3612,67.3631,153.032,2.8009,38.125
3613,65.5077,166.354,2.8083,38.2813
3614,69.8745,223.7579,2.7842,38.75
3615,72.1009,465.6108,2.7897,39.0625
3616,66.8492,594.0065,2.827,40.5469
3617,61.5973,276.6374,2.8616,40.7813
3618,63.7665,132.7886,2.8658,40.8036
3619,67.2775,74.5432,2.8426,41.875
3620,62.8531,78.1358,2.6421,42.5
3621,62.9959,109.0879,2.4332,42.6563
3622,64.68,220.6838,2.7141,42.1094
3623,69.3893,141.7217,2.8482,41.875
3624,67.7909,119.9551,2.836,41.0938
3625,63.5386,148.8235,2.8233,40.0781
3626,67.4769,148.8111,2.7984,39.375
3627,67.4769,163.4444,2.6801,38.75
3628,72.0439,190.0269,2.6866,38.75
3629,72.8432,157.0154,2.7714,38.75
3630,65.3649,116.1854,2.8008,38.2813
3631,64.6226,106.993,2.6992,39.1406
3632,67.848,98.3159,2.7097,39.375
3633,65.5647,132.3719,2.6514,40
3634,70.9021,154.0195,2.4098,40.5469
3635,67.905,221.7149,2.1751,40.2344
3636,59.1139,516.0213,1.9381,39.4643
3637,61.5117,200.57,2.1906,39.2969
3638,59.4561,101.7691,2.4492,38.75
3639,66.3923,63.1031,2.5423,38.6719
3640,69.8174,54.3267,2.6213,38.75
3641,65.5363,58.0617,2.6822,37.5
3642,80.6358,67.211,2.674,36.875
3643,74.6986,84.0585,2.7515,38.125
3644,63.6521,101.6886,2.7887,37.4219
3645,58.6288,122.2752,2.8129,37.5
3646,55.8886,136.7857,2.7635,37.5
3647,59.1425,131.7782,2.7662,36.9531
3648,73.4143,155.7197,2.6173,36.25
3649,59.7133,170.2348,2.12,34.0179
3650,66.278,195.5748,2.366,36.6071
3651,61.4827,181.6122,2.7302,36.7969
3652,67.5059,138.4659,2.7452,36.5625
3653,64.6226,134.8465,2.7224,36.7969
3654,71.2161,130.3212,2.3151,37.2656
3655,97.6765,157.1486,2.2995,37.5
3656,94.5076,319.6828,2.3301,37.5
3657,76.868,507.6055,2.5956,36.875
3658,66.364,338.3617,2.8423,36.875
3659,66.4494,122.089,2.7692,36.875
3660,59.5138,154.0375,2.7047,36.875
3661,88.5995,277.9357,2.7376,37.3438
3662,138.494,360.6615,2.5663,36.9531
3663,141.919,581.8526,2.5726,37.1429
3664,144.5735,576.2888,2.5917,37.0313
3665,136.3242,412.4648,2.6124,37.1094
3666,138.7502,342.0523,2.5936,37.5
3667,142.2619,269.9761,2.6106,37.5
3668,133.4981,316.4319,2.6074,37.5
3669,142.9181,660.2925,2.6116,37.5
3670,145.8018,994.8672,2.5966,37.3438
3671,145.487,972.3214,2.5721,36.875
3672,137.2095,777.6841,2.5602,36.875
3673,152.2801,834.9774,2.5906,37.5
3674,145.2284,1091.6692,2.5881,37.5
3675,149.7974,1406.5062,2.6173,37.5
3676,152.3087,1267.7887,2.6324,37.5
3677,138.1507,501.236,2.593,37.1094
3678,138.4652,365.6233,2.6112,37.0313
3679,134.954,850.5975,2.615,35
3680,132.2133,1345.2898,2.5987,32.6563
3681,134.8975,1016.5368,2.6184,27.5
3682,133.0137,475.4208,2.6109,38.6719
3683,135.411,253.6201,2.6026,40
3684,134.6684,183.7275,2.5942,40
3685,128.8741,199.7262,2.5942,39.5536
3686,126.42,268.5169,2.5611,39.5313
3687,124.3361,1031.8654,2.5908,39.375
3688,128.7032,1137.2935,2.6093,39.2969
3689,140.6348,731.2271,2.6357,39.375
3690,136.2669,506.7279,2.6335,40
3691,134.0975,377.9681,2.64,40.0781
3692,133.3274,244.7143,2.6177,40.625
3693,128.9884,250.2233,2.5914,41.25
3694,128.4747,311.7246,2.5977,40.7031
3695,123.7655,430.7525,2.5666,40.625
3696,129.303,489.0904,2.5605,39.6094
3697,135.8675,345.0681,2.5357,38.75
3698,129.1315,261.7313,2.5346,38.125
3699,137.2947,292.7265,2.517,37.5
3700,140.149,696.4463,2.4657,37.2656
3701,139.7504,470.8909,2.4726,36.875
3702,131.101,164.4706,2.3969,36.25
3703,131.5863,197.7816,2.5268,36.7969
3704,141.234,225.08,2.4941,36.6406
3705,133.4131,484.4047,2.4842,36.25
3706,127.5327,741.6514,2.4927,36.875
3707,126.8477,516.1093,2.5555,36.875
3708,133.7279,311.6092,2.5769,36.875
3709,100.5594,85.0432,2.5736,36.875
3710,86.1733,63.66,2.5405,37.5
3711,115.459,82.9164,2.5031,37.3438
3712,147.8842,121.0818,2.5618,36.875
3713,147.8849,161.7888,2.5765,35.8929
3714,151.6811,151.163,2.5831,37.3438
3715,147.8556,125.7332,2.5629,36.6406
3716,150.739,131.7192,2.5343,37.6563
3717,144.9161,126.9825,2.5134,38.125
3718,144.4025,118.4149,2.4868,38.125
3719,145.0016,126.9638,2.491,39.5536
3720,141.5477,168.1308,2.4974,40
3721,150.0253,534.0061,2.5231,40.9375
3722,159.8443,964.5486,2.5347,40.625
3723,159.0462,254.4323,2.5369,40
3724,152.6523,235.9655,2.5689,38.5714
3725,152.9939,420.5018,2.573,36.4844
3726,156.9038,881.8521,2.5497,31.0156
3727,163.1554,1553.7914,2.5735,28.125
3728,163.8123,1478.7587,2.5953,37.1094
3729,157.618,898.3163,2.5973,37.7344
3730,155.3346,513.3416,2.618,33.6719
3731,164.04,367.4649,2.6011,26.7188
3732,170.8621,403.4617,2.6124,39.7656
3733,149.9685,403.7268,2.5794,38.75
3734,154.1073,437.3808,2.5532,38.125
3735,166.695,760.2418,2.5507,37.5
3736,167.9225,739.484,2.5783,37.5
3737,153.8507,839.461,2.6099,37.5
3738,157.5611,886.1996,2.5933,37.3611
3739,160.0729,541.8452,2.5958,37.0313
3740,156.705,304.3481,2.5807,36.875
3741,155.1633,205.3117,2.58,36.875
3742,150.5961,247.6988,2.5481,36.4063
3743,158.3605,292.6675,2.5494,36.25
3744,151.4247,392.4923,2.544,36.4063
3745,162.9563,716.8315,2.5767,36.0938
3746,165.9249,1020.1476,2.5968,35.8929
3747,169.1209,716.8579,2.5971,36.4063
3748,167.808,410.56,2.5871,36.875
3749,168.6364,265.2532,2.5865,37.3438
3750,174.1732,268.6161,2.5863,37.7344
3751,179.3393,222.321,2.5627,38.125
3752,180.4241,162.5067,2.5821,38.5156
3753,168.637,231.8593,2.5916,38.75
3754,178.6545,413.8196,2.5972,38.75
3755,170.0628,890.6293,2.5396,38.75
3756,161.985,1690.6534,2.5245,38.75
3757,169.1217,1950,2.5608,38.75
3758,169.2354,1124.116,2.5553,38.75
3759,152.7661,168.6275,2.4825,38.3036
3760,158.5603,136.7147,2.5755,38.4375
3761,150.3966,181.8868,2.5888,38.75
3762,160.3865,287.4348,2.5736,38.75
3763,165.5255,548.6749,2.5297,38.75
3764,165.5255,548.6749,2.5297,38.75
3765,158.3607,1173.3328,2.5219,38.125
3766,161.8422,1281.7941,2.5389,38.125
3767,165.9816,714.1998,2.5869,38.5938
3768,161.985,402.8799,2.582,38.75
3769,174.43,305.5735,2.561,38.6719
3770,173.0888,409.4088,2.5676,38.125
3771,160.7016,537.9432,2.592,37.2656
3772,158.0749,698.9395,2.5934,36.875
3773,174.8293,791.4025,2.6014,36.4844
3774,168.8076,487.9818,2.583,36.1719
3775,162.6995,254.2479,2.5879,36.7188
3776,159.6449,165.7057,2.5755,39.375
3777,170.263,173.5142,2.566,38.8281
3778,171.5473,251.4249,2.556,38.3594
3779,162.2136,406.2753,2.575,38.125
3780,166.5238,612.0735,2.5729,38.125
3781,168.7217,672.6467,2.5869,38.4375
3782,169.4645,634.7204,2.594,37.5
3783,167.0661,511.1573,2.5854,36.875
3784,171.0621,389.1767,2.5916,37.5
3785,175.5147,335.8748,2.5935,36.875
3786,170.2913,299.0928,2.6186,37.1875
3787,164.0117,402.9131,2.5943,37.2656
3788,150.739,608.5392,2.5848,37.3438
3789,159.8442,645.8462,2.5985,36.875
3790,154.4213,465.8289,2.6246,35.7813
3791,154.9642,373.8482,2.6054,33.6719
3792,160.673,387.8498,2.5716,30.1563
3793,155.1345,544.4627,2.5684,25.2344
3794,154.2788,836.3262,2.5717,17.1875
3795,157.7899,764.3215,2.5803,7.6389
3796,163.5845,456.5442,2.5857,2.8571
3797,157.2477,316.5489,2.582,3.2639
3798,166.0961,272.0683,2.5881,6.9531
3799,166.1807,260.1165,2.5465,16.0938
3800,163.4132,434.0147,2.5484,30.4688
3801,166.5245,844.9589,2.5668,33.8194
3802,162.3559,1679.5302,2.5926,37.6563
3803,166.3242,1333.2975,2.5916,38.0469
3804,157.7327,777.0481,2.6007,37.5
3805,169.2933,351.1199,2.6011,38.2143
3806,168.0654,176.0815,2.5977,39.375
3807,165.3826,140.6202,2.6087,39.7656
3808,153.2508,152.3748,2.5696,40.625
3809,158.0465,219.7385,2.4398,41.25
3810,152.8517,361.0537,2.5797,42.1875
3811,147.1998,480.2984,2.6015,42.5
3812,139.9509,395.1005,2.6126,42.5
3813,159.8447,452.7041,2.5576,42.5
3814,159.7024,391.6618,2.4823,42.8906
3815,159.5306,241.9243,2.443,43.0469
3816,158.9603,79.5208,2.4709,42.6389
3817,147.1145,55.2778,2.553,42.5
3818,154.7641,55.3811,2.5165,42.5
3819,149.5111,81.7414,2.4602,42.9688
3820,133.5277,154.989,2.3802,43.2813
3821,132.6997,195.1713,2.3729,43.75
3822,146.5721,116.1274,2.4448,43.75
3823,161.3297,65.7141,2.4955,45
3824,161.0431,59.4803,2.5292,45.625
3825,161.0431,67.481,2.4785,45.625
3826,154.9922,143.9609,2.5034,45.8333
3827,156.6766,397.8943,2.5952,45.0781
3828,173.8019,726.6693,2.611,43.0469
3829,173.8308,472.0643,2.6006,40.8594
3830,162.785,287.8218,2.6078,42.4219
3831,163.4133,208.9089,2.6237,43.75
3832,176.6575,258.7222,2.638,44.375
3833,169.7213,254.6112,2.607,43.75
3834,168.6926,320.5284,2.5818,42.7778
3835,157.5332,496.2768,2.5839,41.5625
3836,161.3302,798.5878,2.6137,40.0781
3837,174.3453,1142.1432,2.625,40
3838,164.3269,984.7409,2.5924,40
3839,169.4074,665.3007,2.5977,39.375
3840,170.834,592.8064,2.6063,38.75
3841,169.0934,675.2549,2.6079,38.5938
3842,168.8939,836.6681,2.5998,38.3594
3843,166.01,996.022,2.6193,38.75
3844,178.9693,1151.0415,2.6438,38.125
3845,178.9693,1151.0415,2.6438,38.125
3846,177.9696,908.9218,2.646,38.4375
3847,164.7253,699.008,2.6368,38.75
3848,163.3278,637.0097,2.6177,38.75
3849,167.0082,518.3024,2.5972,38.75
3850,162.6137,410.0306,2.6023,38.75
3851,166.8669,428.4978,2.606,38.5938
3852,167.8376,510.6608,2.585,38.75
3853,163.642,572.9349,2.5695,38.8281
3854,157.162,639.1649,2.5863,38.5938
3855,166.2381,783.4951,2.6106,38.2813
3856,168.9496,904.4377,2.6233,38.125
3857,160.8435,1120.1686,2.6023,37.5
3858,161.4499,1263.7201,2.5986,37.6563
3859,161.8783,921.3926,2.6018,37.3438
3860,172.2902,714.5374,2.609,37.5
3861,172.1175,610.1779,2.6072,37.9688
3862,170.4343,616.3503,2.6077,37.5
3863,153.1371,680.238,2.597,36.0938
3864,156.8479,592.517,2.5886,35.4464
3865,157.9038,547.4649,2.5954,38.75
3866,155.5984,605.7476,2.5977,38.5156
3867,163.4986,769.8789,2.6082,39.7656
3868,149.7981,1144.9938,2.5914,39.6875
3869,153.8509,1620.0277,2.6135,39.4531
3870,147.2858,1750.6648,2.6274,39.0625
3871,145.5726,1277.5135,2.617,38.125
3872,143.147,703.603,2.6454,36.875
3873,140.5211,373.5351,2.6259,33.6719
3874,139.9214,279.3667,2.6129,40.7031
3875,143.1467,321.8657,2.6259,41.0938
3876,134.4981,462.3462,2.6078,41.1719
3877,139.0652,564.858,2.6247,42.5
3878,143.5175,402.9752,2.5945,42.5
3879,139.3215,345.5163,2.5967,42.6563
3880,140.8634,364.8535,2.6251,43.2813
3881,147.857,642.4924,2.5871,43.2031
3882,147.8571,1176.1703,2.5537,43.75
3883,138.4084,1750.5146,2.5738,44.375
3884,138.6366,1617.7725,2.5857,44.2969
3885,139.0655,995.2775,2.6163,44.1406
3886,147.3142,502.1211,2.6232,45
3887,145.602,303.7682,2.6178,45
3888,153.0511,234.0311,2.633,45.625
3889,153.8497,263.3776,2.6158,46.25
3890,144.7739,464.1042,2.5812,46.9531
3891,133.7845,1031.2034,2.5448,47.5
3892,135.2974,1690.8154,2.5584,48.125
3893,133.0707,1438.5122,2.5754,48.125
3894,137.1237,697.3965,2.5948,48.8281
3895,135.1071,188.6187,2.5294,50
3896,143.8036,149.4184,2.58,50.625
3897,151.7957,125.2404,2.579,50.625
3898,148.4842,96.4642,2.5789,50.8333
3899,142.8898,142.6459,2.5681,51.25
3900,144.2035,277.1043,2.5932,52.1875
3901,151.9957,633.8939,2.6315,51.875
3902,146.6294,772.8466,2.6356,51.5625
3903,147.1151,572.1298,2.6541,52.5
3904,146.3726,413.929,2.6685,52.5
3905,142.8331,308.7422,2.626,52.9861
3906,150.5112,320.9167,2.6199,52.6563
3907,148.4281,353.4146,2.6081,52.5
3908,148.1425,350.7007,2.6274,52.8125
3909,139.4079,321.885,2.6058,52.3438
3910,147.3146,329.9218,2.5862,52.5
3911,147.4284,411.8399,2.569,52.5
3912,151.1389,617.1448,2.5907,52.6563
3913,149.2552,885.1963,2.5883,52.5
3914,138.2375,856.9185,2.5966,52.4219
3915,141.0063,683.1203,2.6128,51.9444
3916,132.8144,798.907,2.6167,51.3889
3917,134.4699,953.0711,2.6166,50.625
3918,132.6714,889.9443,2.6261,50.8594
3919,138.8941,531.257,2.6283,52.3438
3920,127.4481,563.0316,2.6022,52.8125
3921,137.7809,713.907,2.6073,53.2031
3922,146.5428,734.0296,2.6338,53.75
3923,144.1171,671.2323,2.6218,53.75
3924,146.2297,623.8713,2.605,53.8281
3925,144.0606,657.59,2.605,54.0625
3926,146.0305,774.9035,2.6169,54.2188
3927,150.0546,1056.7347,2.5986,54.7656
3928,150.0546,1056.7347,2.5986,54.7656
3929,153.7079,1394.5015,2.5828,54.8438
3930,145.3734,1311.4579,2.6024,54.1406
3931,145.8868,946.4537,2.6243,53.75
3932,144.7173,701.4156,2.6124,53.75
3933,140.4923,696.1374,2.6336,53.75
3934,150.6252,808.4504,2.6591,54.1406
3935,148.5418,988.6544,2.6384,55
3936,152.51,883.3016,2.6344,55.625
3937,146.8856,666.6915,2.6311,56.25
3938,144.0029,660.1543,2.6038,55.8594
3939,136.8388,846.6382,2.6055,55.5469
3940,141.377,1377.3652,2.603,56.25
3941,135.897,1353.4143,2.6107,56.25
3942,139.6076,1557.952,2.5844,56.25
3943,143.2329,1443.9462,2.5459,56.25
3944,143.8605,1010.7231,2.5472,56.25
3945,147.2574,927.1028,2.5718,56.1719
3946,147.0863,992.3514,2.5893,56.1719
3947,150.083,1094.2402,2.5924,55.9375
3948,150.5689,1319.2404,2.6027,56.4844
3949,150.0551,1302.2401,2.6186,56.25
3950,144.6883,1102.5605,2.6275,56.875
3951,143.9182,1050.8007,2.6138,56.7969
3952,143.5461,1032.6614,2.639,56.875
3953,131.5865,908.8169,2.6517,56.875
3954,135.4687,763.2725,2.6375,56.875
3955,132.1292,1147.8773,2.6263,56.9531
3956,137.8095,1128.4454,2.6213,57.0313
3957,137.8095,1128.4454,2.6213,57.0313
3958,143.0044,1156.3727,2.619,56.875
3959,139.7792,1119.2913,2.6169,57.2656
3960,133.4992,1016.6254,2.6227,56.875
3961,142.9759,1014.0304,2.6196,56.25
3962,133.2712,1123.5103,2.593,56.25
3963,133.4419,1492.9481,2.6073,56.3281
3964,128.3616,1364.9648,2.6205,56.25
3965,137.8947,1143.0306,2.6211,56.875
3966,140.2073,1133.7477,2.6232,57.3438
3967,141.5204,1280.1781,2.6382,57.1094
3968,146.9731,1316.6169,2.6176,56.875
3969,133.157,1205.4418,2.6029,57.5
3970,126.7912,1293.0167,2.6287,57.5781
3971,122.7954,1244.3047,2.6059,58.125
3972,123.9375,1175.8301,2.5851,57.9688
3973,128.6466,1063.8218,2.5875,58.125
3974,134.8693,966.8529,2.6077,58.6719
3975,127.8476,633.6333,2.6175,58.75
3976,135.1268,446.6001,2.598,58.75
3977,133.1286,481.2513,2.6002,58.75
3978,143.3192,476.8994,2.6131,59.375
3979,127.3055,491.8151,2.6156,59.375
3980,133.4981,577.2935,2.624,60
3981,136.5538,697.1211,2.612,60.625
3982,139.3229,592.261,2.61,60.7813
3983,146.2594,457.6638,2.6253,60.625
3984,129.3037,408.8502,2.6353,60.7813
3985,138.0661,527.3544,2.6494,60.7813
3986,124.3658,1114.1849,2.6486,60.2344
3987,118.6561,1024.0328,2.6335,62.1875
3988,118.6561,1024.0328,2.6335,62.1875
3989,116.2015,673.9162,2.6107,62.5
3990,99.3608,643.7598,2.6142,62.5
3991,98.5615,794.6083,2.6243,62.7344
3992,102.0729,932.8687,2.6065,62.5
3993,102.3584,550.061,2.597,62.5
3994,105.812,278.7681,2.5974,62.5
3995,113.1474,189.4551,2.5846,62.0833
3996,120.1124,161.2494,2.5894,61.875
3997,123.4521,195.4706,2.5848,61.7969
3998,122.3961,825.8865,2.611,60.5469
3999,126.7351,1317.2026,2.6068,58.8281
4000,146.4294,1045.9706,2.5886,64.2969
4001,148.9704,597.7975,2.5616,63.75
4002,141.6915,467.5594,2.5895,63.75
4003,141.6915,467.5594,2.5895,63.75
4004,140.5783,485.0364,2.5856,64.2188
4005,146.6866,460.1921,2.6011,64.375
4006,149.1987,457.2382,2.6245,64.375
4007,150.1123,554.8952,2.5992,64.5313
4008,141.1207,544.2856,2.5779,64.375
4009,144.6605,667.1099,2.623,64.5313
4010,137.382,930.3296,2.6248,65.2344
4011,136.9246,840.8028,2.6449,65.7031
4012,143.9181,402.737,2.6393,65.8594
4013,140.0361,201.372,2.6305,66.875
4014,124.8505,138.2261,2.6144,66.875
4015,131.2729,154.1596,2.5754,66.9531
4016,147.3434,212.3504,2.5563,66.9531
4017,134.9266,324.2168,2.5777,66.5625
4018,129.0754,315.2736,2.5873,66.25
4019,128.7613,261.9453,2.5276,66.875
4020,163.2704,258.8336,2.4696,66.4844
4021,183.2227,285.8154,2.4209,66.875
4022,184.4497,409.0356,2.5691,66.875
4023,181.5103,248.9301,2.5765,66.5625
4024,183.3951,180.1357,2.5731,69.9219
4025,188.0175,375.0348,2.5829,70.2344
4026,210.6249,915.2625,2.5819,70.4688
4027,221.7006,1606.9247,2.5742,70.4688
4028,214.1931,1153.3225,2.5956,70.1563
4029,212.7933,650.105,2.6194,69.4531
4030,210.7671,373.7933,2.6141,68.2031
4031,190.5879,341.0122,2.5952,69.2969
4032,189.0164,397.7163,2.5675,69.8438
4033,173.6608,610.1666,2.5543,69.4531
4034,181.0536,1228.5938,2.5387,70.625
4035,181.0536,1228.5938,2.5387,70.625
4036,176.8002,706.7381,2.5905,70.0781
4037,184.2792,379.3739,2.5966,70.3125
4038,194.0698,210.2302,2.597,69.375
4039,182.0829,198.5866,2.5717,68.5938
4040,180.7402,333.226,2.5675,68.75
4041,191.8998,664.9069,2.5651,67.7344
4042,190.0739,1289.2968,2.593,64.6875
4043,205.8868,474.5429,2.6032,60.0781
4044,186.1056,223.3766,2.6085,67.2656
4045,197.3517,133.9453,2.5985,72.5781
4046,185.5629,126.8465,2.5704,73.5156
4047,178.2854,168.2604,2.5582,72.8125
4048,171.9774,320.9915,2.5143,72.5781
4049,181.2253,727.6943,2.5182,73.2031
4050,177.5434,1224.2235,2.5577,72.5781
4051,172.7184,918.6981,2.5681,72.6563
4052,164.0698,501.2133,2.5397,71.6406
4053,176.9424,333.291,2.5498,71.25
4054,187.4466,570.6862,2.5666,71.875
4055,175.2307,956.8335,2.5405,71.25
4056,173.2328,729.0383,2.5489,71.5625
4057,238.9119,334.153,2.5591,72.2656
4058,213.766,1950,2.5203,71.5625
4059,210.9095,1643.4747,2.5871,71.6406
4060,210.9106,432.5824,2.6066,71.0156
4061,196.0108,272.2342,2.5873,70.625
4062,188.133,296.8582,2.6261,70.625
4063,188.0186,557.8114,2.6208,70.625
4064,197.2107,1189.9091,2.5671,70.5469
4065,195.3547,1802.1478,2.5791,70.625
4066,184.1663,1504.6223,2.5866,70.625
4067,154.7081,567.0354,2.6191,70.2344
4068,125.3927,378.1196,2.6432,69.7656
4069,137.3245,401.3001,2.6368,69.7656
4070,131.1593,1220.2659,2.663,68.75
4071,131.4153,1745.3145,2.6574,68.125
4072,115.5454,1561.6611,2.6661,67.5
4073,118.2576,924.4675,2.6523,68.125
4074,127.3625,346.1811,2.6653,67.5
4075,141.8058,345.6634,2.6534,66.25
4076,133.7854,438.5743,2.6465,64.7656
4077,124.5083,613.135,2.6304,62.3214
4078,121.1121,885.8106,2.6377,66.4063
4079,134.3283,1305.0214,2.662,66.4844
4080,132.8716,1505.1967,2.6361,67.0313
4081,120.3695,1314.1296,2.6254,67.5
4082,114.0619,503.2863,2.6413,66.875
4083,114.3186,407.8515,2.6489,66.25
4084,130.7886,426.6703,2.5849,66.5972
4085,129.6476,551.3069,2.5786,67.2656
4086,115.9741,683.6351,2.5543,66.6406
4087,119.8557,1021.0719,2.5598,67.1875
4088,114.6891,1481.446,2.5533,67.6563
4089,125.3644,1950,2.5808,67.6563
4090,127.3619,865.3647,2.5827,67.5
4091,129.1325,423.707,2.5828,67.5
4092,113.8337,429.0838,2.6265,67.2656
4093,102.9004,634.1565,2.6363,67.2656
4094,106.1262,866.2971,2.6381,67.5
4095,124.0512,895.9542,2.6324,67.5
4096,140.6356,878.1604,2.6392,66.875
4097,140.0651,1103.0305,2.6447,66.875
4098,142.9477,1399.4409,2.6594,66.7188
4099,142.4057,1329.3906,2.6431,66.875
4100,143.291,1067.2158,2.6502,66.5625
4101,129.9884,843.6248,2.6651,65.625
4102,121.7686,679.4062,2.6391,65.4688
4103,118.8289,698.4016,2.6287,65.625
4104,117.9149,899.3067,2.6331,66.25
4105,120.9113,1377.7526,2.6282,65.625
4106,124.965,1744.8057,2.6536,65
4107,115.3456,1514.5709,2.6688,63.9844
4108,120.9688,1007.9055,2.6559,63.9063
4109,106.5265,403.9524,2.6542,62.0313
4110,121.1975,359.5244,2.6459,60.5469
4111,128.9899,558.4977,2.6098,57.5
4112,117.5156,1629.1272,2.6378,41.5625
4113,111.8922,1875.0378,2.6356,25.8594
4114,123.0243,1540.8788,2.6722,19.5313
4115,131.7593,878.272,2.6535,19.2188
4116,121.8828,487.32,2.6448,18.4028
4117,114.0041,347.4524,2.6476,17.8125
4118,118.5435,318.7613,2.6597,18.75
4119,119.4855,356.197,2.6061,21.1719
4120,127.648,605.2641,2.5876,24.7656
4121,129.3902,1606.3955,2.5832,41.0938
4122,127.9909,1882.496,2.629,54.4531
4123,133.1573,1600.2804,2.6754,54.7656
4124,134.8413,1081.8549,2.6874,54.8438
4125,132.9291,680.7459,2.6626,55.5469
4126,133.5858,521.2191,2.6439,56.4844
4127,132.6433,525.5168,2.6598,57.2656
4128,129.0755,549.6433,2.6637,59.2969
4129,130.6456,905.8495,2.6449,67.0313
4130,135.6122,1244.6519,2.6386,70
4131,146.0314,1302.005,2.6581,71.875
4132,136.3829,1074.5901,2.6441,72.5
4133,135.0419,1015.5111,2.6457,72.8906
4134,136.9539,1197.7813,2.6446,72.8906
4135,135.0415,1586.3948,2.6249,72.8906
4136,135.1557,1844.6742,2.6409,73.2031
4137,136.5538,1609.8413,2.6463,73.75
4138,139.0383,495.3118,2.6756,74.375
4139,128.8751,357.0463,2.6783,74.1406
4140,130.0746,334.8065,2.6581,73.75
4141,136.2692,520.9825,2.6441,73.6719
4142,134.7281,971.8863,2.6555,73.75
4143,130.4177,1547.4852,2.6398,73.5938
4144,138.4375,1508.3152,2.6192,73.9063
4145,133.1866,1032.3745,2.6388,73.75
4146,128.562,674.4852,2.6618,73.3594
4147,121.8254,509.2868,2.6487,73.125
4148,123.11,496.4471,2.6315,73.3594
4149,125.3935,762.964,2.6114,73.2813
4150,131.3875,1115.8752,2.6189,73.2813
4151,133.9,684.8301,2.6557,73.4375
4152,135.8969,540.0013,2.6555,74.0972
4153,140.4648,580.2259,2.6408,74.9219
4154,144.9181,688.4443,2.6401,75
4155,137.9527,953.8192,2.6424,75.2344
4156,129.7316,1116.6771,2.6353,75.625
4157,124.8222,1051.8043,2.6404,75.625
4158,131.1314,1089.441,2.6481,75.9375
4159,132.9865,1101.819,2.6684,75.625
4160,148.0287,916.6813,2.6774,76.1719
4161,132.5582,980.6807,2.6739,75.7639
4162,119.5133,1251.2925,2.6535,76.25
4163,114.5183,1007.7708,2.6932,76.25
4164,123.1101,886.2304,2.692,76.25
4165,135.5839,1155.0596,2.6668,76.875
4166,125.6798,1166.5123,2.6554,76.4844
4167,124.3664,867.9849,2.6333,75.7031
4168,129.0754,600.6912,2.6417,75.3906
4169,142.4629,559.3942,2.6756,75.625
4170,142.948,704.3467,2.6756,75.625
4171,139.8653,1132.8665,2.6426,75.625
4172,126.7356,1388.4688,2.6376,75.3125
4173,125.622,1182.8702,2.6626,75.0781
4174,129.7043,868.2749,2.637,75.2344
4175,125.9081,604.3776,2.6654,74.375
4176,121.1128,501.9868,2.6863,72.8125
4177,108.4956,622.452,2.6733,71.0938
4178,111.5213,967.4557,2.6614,68.9063
4179,107.8397,1367.4427,2.6462,63.6719
4180,115.2608,1188.0472,2.6556,53.2813
4181,123.1104,813.7935,2.6647,39.0625
4182,117.2873,655.5783,2.6593,25.5469
4183,132.416,638.4775,2.6569,24.6094
4184,119.9706,656.7052,2.6717,27.0313
4185,113.6334,590.4578,2.6804,31.25
4186,113.9474,559.9998,2.6478,39.2969
4187,129.1045,802.6031,2.6737,50
4188,128.5051,525.8775,2.6887,50.4688
4189,127.2493,274.7663,2.7048,51.6406
4190,128.4196,154.394,2.6927,54.6094
4191,139.2377,122.474,2.6929,58.2031
4192,119.3424,95.313,2.6175,68.8281
4193,119.3424,95.313,2.6175,68.8281
4194,118.2571,102.765,2.6012,75.1563
4195,120.5415,331.7115,2.6324,76.0156
4196,119.5146,308.8594,2.629,76.25
4197,131.7306,319.5264,2.6444,76.875
4198,132.1872,384.5969,2.6606,77.1094
4199,125.594,562.111,2.6665,78.125
4200,129.9613,880.8289,2.6519,79.2188
4201,132.9587,1096.4741,2.6293,80.1563
4202,133.472,842.4094,2.6168,81.7969
4203,128.0485,713.2218,2.6422,83.6719
4204,124.0523,677.314,2.6488,83.5938
4205,127.3065,652.9053,2.645,84.9219
