ID,Rop,Wob,Hookload,TempOut,TempIn,PumpPres,SurfTorq,Rpm,FlowIn
3112,14.91,21.73,78.67,143.24,137.12,1846.65,161.13,49.28,734.93
3113,18.71,23.64,76.76,143.28,137.19,1851.92,153.24,51.39,734.71
3114,15.29,23.35,77.05,143.28,137.27,1845.14,165.44,51.66,736.65
3115,12.15,22.9,77.5,143.24,137.16,1852.68,161.78,50.2,736.86
3116,14.8,21.94,78.46,143.24,137.16,1858.71,158.12,49.53,737.3
3117,13.67,22.4,78,143.32,137.04,1842.12,155.26,49.19,734.93
3118,11.61,23.1,77.3,143.28,136.96,1848.91,155.75,51.02,735.36
3119,20.17,21.86,78.54,143.28,137.04,1860.22,163.53,49.98,731.7
3120,17.96,22.73,77.67,143.32,137.12,1860.22,164.98,46.84,733.42
3121,19.38,23.15,77.25,143.28,137.19,1860.22,170.66,49.65,732.13
3122,25.77,22.48,77.92,143.32,137.19,1860.22,165.02,46.47,733.63
3123,25.23,21.98,78.42,143.32,137.19,1870.02,167.46,52.49,733.42
3124,35.65,21.61,78.79,143.32,137.16,1885.88,167.08,49.37,731.05
3125,11.2,21.28,79.12,142.59,135.29,1817.16,158.46,44.4,729.76
3126,11.71,19.66,80.74,142.86,135.78,1811.12,159.34,49.83,727.39
3127,12.67,19.91,80.49,141.75,135.44,1873.8,161.51,45.19,727.8
3128,12.97,20.28,80.12,141.91,135.63,1860.21,149.42,50.5,724.57
3129,18.88,19.95,80.45,141.91,135.78,1869.27,168.56,47.36,721.34
3130,16.94,19.91,80.49,141.79,136.05,1845.1,166.01,49.37,721.12
3131,12.35,21.32,79.08,141.75,136.16,1836.8,154.88,52.79,721.12
3132,13.66,20.94,79.46,141.87,136.28,1827.73,157.93,52.42,719.18
3133,12.41,20.53,79.87,141.94,136.28,1872.29,159.98,55.47,730.39
3134,11.39,20.78,79.62,142.02,136.43,1864.74,159.41,50.96,728.66
3135,11.1,22.11,78.29,142.06,136.58,1877.58,162.65,42.81,729.1
3136,11.68,20.99,79.41,142.17,136.51,1881.35,164.6,45.16,729.53
3137,11.07,21.98,78.42,142.36,136.77,1870.02,170.55,50.14,729.53
3138,10.05,19.99,80.41,142.44,136.66,1869.27,164.41,51.23,729.1
3139,12.11,19.7,80.7,142.48,136.28,1863.23,173.71,49.56,729.31
3140,10.8,20.61,79.79,142.52,135.9,1853.41,166.2,55.44,729.1
3141,12.62,20.36,80.04,142.52,136.01,1857.94,167.19,54.44,726.73
3142,18.67,21.48,78.92,142.48,135.97,1860.96,158.31,55.69,725
3143,16.05,20.57,79.83,142.48,136.01,1852.66,175.73,51.6,723.92
3144,21.48,21.03,79.37,142.44,136.13,1857.94,163.8,55.54,723.92
3145,19.61,21.48,78.92,142.36,136.24,1860.21,168.33,53.98,723.28
3146,22.85,20.61,79.79,142.36,136.32,1857.19,161.47,57.43,723.28
3147,21.11,20.74,79.66,142.36,136.35,1873.8,169.74,53.52,728.45
3148,22.55,20.78,79.62,142.4,136.47,1876.07,167.95,51.94,724.57
3149,22.41,20.65,79.75,142.44,136.58,1876.82,171.84,49.89,723.06
3150,21.48,20.78,79.62,142.52,136.7,1871.53,168.33,56.33,723.92
3151,23.44,20.94,79.46,142.52,136.66,1859.45,165.47,53.71,725.43
3152,24.72,19.82,80.58,142.52,136.51,1882.86,169.48,52.58,721.98
3153,25.06,21.94,78.46,142.55,136.47,1870.78,169.17,58.43,723.28
3154,21.74,20.86,79.54,142.55,136.51,1877.58,167.61,57.85,723.49
3155,19.28,18.91,81.49,142.25,135.78,1854.17,121.17,54.1,730.17
3156,17,15.88,84.52,142.48,136.01,1865.49,150.34,60.81,727.37
3157,17.18,20.86,79.54,142.48,136.77,1868.51,147.02,46.93,731.47
3158,15.09,20.78,79.62,142.55,137.12,1866.99,167.27,45.13,731.9
3159,16.18,19.08,81.32,142.63,137.16,1871.53,171.69,50.47,730.39
3160,13.37,15.13,85.27,142.78,137.27,1880.61,165.86,47.24,730.39
3161,15.16,17.21,83.19,142.86,137.35,1879.85,169.71,45.35,728.02
3162,13.88,15.79,84.61,143.01,137.27,1882.88,179.66,42.66,730.17
3163,15.01,18.04,82.36,143.05,137.19,1882.12,171.99,49.74,734.36
3164,16.47,18.87,81.53,143.09,137.16,1879.85,167.65,53.77,726.51
3165,14.94,18.08,82.32,143.13,137.08,1892.71,167,52.61,731.9
3166,19.59,19.16,81.24,143.16,137.19,1897.25,166.12,52.85,728.45
3167,16.11,20.49,79.91,143.2,137.35,1892.71,166.05,51.51,730.39
3168,15.82,20.24,80.16,143.24,137.46,1890.44,160.52,50.68,729.53
3169,16.19,20.53,79.87,143.24,137.5,1894.22,179.58,48.58,730.17
3170,16.08,18.66,81.74,143.35,137.65,1891.96,179.73,50.23,735.87
3171,16.56,20.74,79.66,143.43,137.77,1886.66,173.98,51.14,729.1
3172,18.99,18.95,81.45,143.51,137.73,1897.25,167.23,47.27,729.1
3173,14.79,20.78,79.62,143.51,137.73,1891.96,167.8,51.3,730.17
3174,15.42,19.53,80.87,143.58,137.84,1898.01,163.49,50.35,729.31
3175,15.3,19.2,81.2,143.66,137.92,1901.03,165.89,47.36,727.8
3176,19.41,19.74,80.66,143.74,137.88,1901.79,153.92,54.25,726.08
3177,19.2,19.16,81.24,143.74,137.88,1903.3,161.55,50.01,728.66
3178,16.66,20.16,80.24,143.77,137.92,1903.3,159.98,49.28,729.31
3179,16.18,19.62,80.78,143.85,137.8,1905.57,170.93,47.48,728.45
3180,14.98,19.86,80.54,143.85,137.38,1901.79,167.95,46.23,729.96
3181,16.95,20.82,79.58,143.81,137.08,1913.13,169.1,46.54,727.8
3182,17.42,19.53,80.87,143.85,137,1905.57,165.67,55.29,727.37
3183,18.51,19.95,80.45,143.85,136.96,1910.11,159.45,53.34,727.8
3184,9.47,9.98,90.42,144.12,135.94,1887.42,168.87,55.66,732.11
3185,11.9,19.62,80.78,144.27,136.16,1889.69,188.43,54.71,734.58
3186,10.61,20.28,80.12,143.93,136.39,1835.98,183.93,54.62,736.64
3187,9.46,19.82,80.58,143.74,136.24,1842.79,181.37,53.61,735.78
3188,10.33,20.49,79.91,143.62,134.91,1862.46,183.32,54.53,739.53
3189,10.32,20.99,79.41,143.32,133.23,1855.65,182.82,53.8,741.04
3190,8.98,19.74,80.66,143.09,132.5,1849.6,170.16,58.16,737.5
3191,10.71,18.08,82.32,142.36,132.43,1841.28,166.77,54.19,740.95
3192,10.17,18.25,82.15,141.71,134.18,1775.47,162.2,45.19,725.65
3193,10.35,18.2,82.2,134.55,135.13,1782.28,179.35,45.07,725.43
3194,13.08,18.33,82.07,141.56,135.63,1781.52,185.99,48.92,723.28
3195,9.81,18.74,81.66,141.79,136.05,1775.47,181.83,55.29,726.51
3196,12.8,17.71,82.69,141.91,136.01,1784.55,175.08,57.73,724.57
3197,11.28,17.79,82.61,141.94,135.94,1789.84,166.05,57,728.76
3198,11.53,20.16,80.24,142.1,135.97,1797.41,175.46,57.06,728.33
3199,10.75,18.7,81.7,142.36,135.94,1818.58,184.65,56.88,729.31
3200,10.41,18.33,82.07,142.55,136.01,1823.12,178.48,55.75,728.88
3201,10,18.7,81.7,142.67,136.2,1820.1,174.32,54.74,728.23
3202,10.68,18.7,81.7,142.78,136.43,1817.83,178.63,55.02,728.88
3203,10.81,18.37,82.03,142.9,136.66,1829.17,170.43,53.34,730.17
3204,16.04,19.66,80.74,143.13,137.38,1836.74,168.3,49.25,729.74
3205,10.03,18.45,81.95,143.32,137.69,1823.12,172.87,52.82,727.8
3206,9.5,18.12,82.28,143.47,137.61,1823.12,181.83,58.28,728.66
3207,10,19.28,81.12,143.66,137.61,1821.61,168.49,56.7,727.8
3208,10.47,18.29,82.11,143.93,137.54,1823.79,171.77,54.32,726.94
3209,12.58,18.7,81.7,143.96,137.5,1826.82,174.36,52.97,726.51
3210,11.54,17.83,82.57,144.08,137.46,1829.09,167.08,55.2,725.65
3211,11.61,18.74,81.66,144.12,137.77,1824.55,158.46,56.27,725.86
3212,11.08,18.12,82.28,144.23,137.92,1831.37,179.35,54.32,725.43
3213,10,5,103.92,141.98,133.23,1825,48.16,0,295.49
3214,22.29,4,104.79,140.38,132.77,1801.06,94.14,94.56,733.11
3215,22.68,4.61,99.68,140.46,132.77,1813.94,96.39,107.59,733.54
3216,21.54,2.95,101.34,140.61,132.66,1802.58,98.76,119.45,732.04
3217,15.16,20.68,83.61,140.76,132.66,1828.34,104.89,122.78,727.3
3218,11.49,28.64,78.65,143.32,137.38,1796.52,107.83,42.9,718.75
3219,12.17,29.23,78.06,143.43,137.27,1795,114.2,43.45,718.97
3220,11.6,28.08,79.21,143.51,137.31,1791.97,83.28,43.39,718.75
3221,11.03,28.51,78.78,143.54,137.38,1797.27,107.98,39.92,718.53
3222,12.23,29.15,78.14,143.62,137.54,1795.76,104.59,42.33,718.32
3223,9.97,27.57,79.72,143.77,137.84,1793.49,108.94,49.19,721.12
3224,9.78,29.11,78.18,143.89,138.11,1772.27,112.14,41.32,726.94
3225,9.94,28.34,78.95,144.04,138.34,1684.39,99.18,50.41,739.66
3226,11.92,28.25,79.04,144.46,138.87,1776.82,115.45,39.67,724.57
3227,11.53,29.15,78.14,144.96,139.06,1779.85,93.42,40.07,723.49
3228,11,27.96,79.33,144.84,139.29,1773.03,109.35,38.15,724.79
3229,10.97,28.51,78.78,144.84,139.37,1762.42,102.49,38.18,726.51
3230,11.53,28.68,78.61,144.92,139.48,1765.45,103.67,41.41,726.51
3231,10.55,29.02,78.27,144.99,139.63,1768.48,89.87,40.98,726.73
3232,10.1,28.89,78.4,145.22,139.63,1773.03,99.94,43.61,725.86
3233,11.42,28.25,79.04,145.34,139.67,1775.3,109.89,39.85,725
3234,9.65,27.66,79.63,145.34,139.82,1778.33,84.84,37.93,724.79
3235,17.03,28.21,79.08,145.3,139.86,1800.3,135.13,24.45,720.91
3236,13.26,28.51,78.78,145.34,139.6,1781.36,113.85,34.73,723.49
3237,16.18,28.47,78.82,145.34,139.21,1814.7,125.06,31.13,719.18
3238,14.9,28.68,78.61,145.37,138.95,1816.21,104.32,40.28,717.24
3239,12.71,28.89,78.4,145.34,138.72,1822.28,110.04,30.95,717.89
3240,12.4,27.91,79.38,144.65,137.8,1812.43,120.18,87.27,720.69
3241,12.11,28.21,79.08,144.69,138.18,1862.43,131.66,70,731.47
3242,12.07,28.13,79.16,144.8,138.57,1866.97,132.95,67.83,729.53
3243,11.63,27.96,79.33,144.88,138.87,1861.67,124.19,71.74,728.45
3244,12.97,28.81,78.48,144.88,139.18,1858.64,123.46,66.64,728.88
3245,14.42,28.68,78.61,144.88,139.33,1860.16,123.31,64.69,729.53
3246,14.42,27.87,79.42,144.99,139.4,1863.19,123.42,86.35,729.1
3247,12.6,27.15,80.14,145.07,139.56,1853.34,144.28,68.66,729.1
3248,15.1,28.94,78.35,145.22,139.48,1875.31,163,56.3,725.43
3249,14.42,28.98,78.31,145.37,139.56,1894.25,159.34,53.03,722.63
3250,15.15,27.79,79.5,145.45,139.67,1938.95,170.28,55.57,715.09
3251,12.95,29.87,77.42,145.53,139.79,1887.43,158.76,51.75,723.49
3252,12.62,27.83,79.46,145.68,139.98,1856.37,157.93,54.74,729.1
3253,10.39,29.79,77.5,145.87,140.13,1848.79,160.1,46.96,730.6
3254,11.5,29.19,78.1,145.95,140.28,1853.34,158.61,49.62,730.39
3255,12.19,28.64,78.65,146.1,140.28,1849.55,146.72,37.9,731.04
3256,12.45,28.34,78.95,146.18,140.4,1850.31,145.15,41.44,729.31
3257,12.49,28.81,78.48,146.25,140.47,1857.88,166.28,41.14,729.31
3258,13.32,28.85,78.44,146.33,140.62,1847.28,138.6,41.78,730.82
3259,14.43,29.19,78.1,146.4,140.7,1848.03,154.91,39.43,730.17
3260,11.75,28.38,78.91,146.52,140.78,1838.19,156.06,43.55,729.96
3261,12.93,29.57,77.72,146.56,140.78,1841.97,148.81,35.19,728.88
3262,13.93,28,79.29,146.63,140.82,1840.46,148.7,34.64,728.02
3263,12.59,29.87,77.42,146.67,140.85,1838.94,155.45,40.07,729.1
3264,11.84,27.49,79.8,146.71,140.85,1841.97,144.24,36.93,729.53
3265,12.94,28.89,78.4,146.79,140.93,1845.76,160.82,39.67,728.88
3266,17.11,28.04,79.25,146.82,140.51,1847.28,123.12,50.32,728.23
3267,14.73,28.72,78.57,146.79,140.05,1842.73,116.06,58.62,729.74
3268,11.87,28.17,79.12,146.67,139.67,1848.03,131.81,53.8,729.1
3269,12.75,28.47,78.82,146.56,139.14,1850.31,122.2,56.42,728.66
3270,14.92,28.81,78.48,146.44,138.87,1845.76,112.48,56.48,730.39
3271,13.02,28.13,79.16,146.25,138.83,1846.52,125.06,58.19,731.25
3272,13,27.91,79.38,145.87,139.75,1821.52,117.21,38.21,728.16
3273,13.66,29.15,78.14,145.87,139.86,1835.91,141.23,18.62,721.27
3274,20.65,28.3,78.99,145.83,139.98,1843.49,125.82,24.75,723.85
3275,21.59,28.38,78.91,145.79,140.01,1814.7,123.61,25.54,719.98
3276,38.29,27.4,79.89,145.83,140.01,1840.46,132.19,15.78,723.21
3277,36.78,29.28,78.01,145.87,139.98,1838.19,145.19,22.62,719.33
3278,45.61,29.32,77.97,145.87,140.09,1827.58,126.7,25.39,721.27
3279,39.93,28.85,78.44,145.87,140.05,1813.94,129.07,21.55,718.68
3280,46.18,28.34,78.95,145.83,140.13,1839.7,124.72,17.98,722.13
3281,31.94,28.68,78.61,145.91,140.13,1824.55,133.18,19.96,721.05
3282,21.61,27.32,79.97,145.95,140.21,1798.79,125.6,33.17,721.7
3283,21.59,28.42,78.87,145.95,140.13,1800.3,103.71,34.06,721.7
3284,20.05,28.94,78.35,146.1,139.9,1795,106.8,34.12,716.53
3285,21.1,29.23,78.06,146.18,139.94,1808.64,130.48,33.32,713.52
3286,23.27,28.89,78.4,146.21,139.98,1843.49,122.43,19.63,709.85
3287,19.05,28.51,78.78,146.21,140.05,1824.55,105.92,30.67,713.08
3288,15.54,29.19,78.1,146.25,140.05,1812.43,119.84,24.75,713.3
3289,12.7,28.42,78.87,146.29,140.09,1811.67,135.13,39.34,712.22
3290,13.41,29.06,78.23,146.33,140.05,1788.94,100.05,33.6,720.62
3291,12.84,28.38,78.91,146.44,140.05,1776.82,112.52,36.93,721.48
3292,15.1,29.32,77.97,146.44,140.13,1797.27,113.7,30.98,720.84
3293,16.55,28.04,79.25,146.4,140.13,1797.27,127.65,25.09,720.62
3294,23.9,28.13,79.16,146.44,140.09,1792.73,112.82,18.44,714.16
3295,21.6,29.23,78.06,146.44,140.01,1790.46,111.95,31.49,720.19
3296,21.86,28.42,78.87,146.44,140.17,1791.21,123.77,25.85,717.61
3297,25.76,27.7,79.59,146.48,140.24,1805.61,107.79,22.52,719.55
3298,13.31,28.72,78.57,146.52,140.28,1789.7,107.26,40.1,723.42
3299,16.22,27.27,80.02,145.91,139.21,1846.52,145,42.6,725.58
3300,22.6,28.47,78.82,145.98,139.29,1820.76,134.44,58.19,722.78
3301,20.83,29.62,77.67,146.02,139.37,1829.85,141,50.59,722.56
3302,16.1,27.91,79.38,146.1,139.44,1811.67,115.87,63.77,723.85
3303,17.34,29.02,78.27,146.18,139.67,1810.15,133.3,51.66,722.99
3304,13.66,28.64,78.65,146.29,139.75,1798.79,121.75,60.81,723.85
3305,11.42,27.91,79.38,146.33,139.94,1791.21,125.06,61.82,722.56
3306,12.97,27.66,79.63,146.33,140.01,1787.42,135.24,62.74,720.41
3307,12.05,29.79,77.5,146.37,140.05,1785.91,134.21,57.09,719.33
3308,11.52,28.51,78.78,146.29,140.21,1841.22,131.09,56.12,718.25
3309,12.75,28.25,79.04,146.33,140.24,1823.79,115.49,59.44,717.18
3310,14.85,30,77.29,146.4,140.36,1796.52,124.95,56.73,724.07
3311,14.49,28.13,79.16,146.56,140.51,1781.36,127.85,45.93,721.05
3312,12.36,28.47,78.82,146.67,140.62,1799.55,125.29,21.88,723.42
3313,12.81,29.23,78.06,146.9,140.74,1788.18,107.07,34.27,725.58
3314,12.03,30.13,77.16,147.01,140.89,1791.97,149.16,20.69,723.85
3315,12.86,28.21,79.08,147.05,141.04,1794.24,123.69,10.99,727.3
3316,13.51,28.17,79.12,147.13,141.23,1797.27,144.32,38.3,726.44
3317,17.09,28.51,78.78,147.13,141.39,1792.73,127.92,69.91,725.36
3318,14.86,28.51,78.78,147.13,141.54,1784.39,119.5,74.42,723.42
3319,13.77,29.02,78.27,147.17,141.65,1816.97,122.77,59.38,722.34
3320,12.11,28.76,78.53,147.24,141.77,1807.12,124.95,54.1,724.93
3321,12.18,27.96,79.33,147.32,141.96,1804.09,113.97,61.21,724.93
3322,13.82,28.76,78.53,147.43,142.07,1804.85,132.88,58.19,730.31
3323,11.71,28.89,78.4,147.62,142.19,1821.52,112.98,40.77,729.02
3324,17.87,28.89,78.4,147.74,142.38,1826.82,127.39,59.65,730.74
3325,17.26,28.51,78.78,147.85,142.49,1835.15,137.99,57.49,731.18
3326,21.87,29.15,78.14,147.93,142.61,1829.09,141.04,48.12,727.51
3327,22.41,28.17,79.12,148.01,142.68,1822.28,122.66,61.73,731.39
3328,17.75,27.62,79.67,148.12,142.8,1826.82,113.82,55.23,732.25
3329,22.15,27.14,90.15,147.32,142.34,1734.39,108.4,46.41,715.02
3330,26.46,27.49,79.8,147.55,142.19,1757.12,132.08,53.37,712.87
3331,21.72,28.85,78.44,147.7,142.19,1760.15,125.48,56.57,714.16
3332,21.47,28.89,78.4,147.81,142.23,1806.37,142.18,56.94,724.28
3333,15.81,28.59,78.7,148.12,142.42,1817.73,139.4,50.38,728.59
3334,16.77,28.38,78.91,148.23,142.57,1818.49,129.45,62.86,727.73
3335,19.4,28.3,78.99,148.23,142.68,1809.4,138.1,56.82,725.58
3336,22.38,28.17,79.12,148.31,142.76,1810.91,106,55.93,723.42
3337,18.39,28.47,78.82,148.42,142.84,1820.76,113.32,45.41,724.28
3338,18.21,28.55,78.74,148.35,142.95,1821.52,130.32,49.34,726.22
3339,18.31,28.59,78.7,148.46,143.03,1812.43,136.27,43.06,725.14
3340,15.35,28.85,78.44,148.5,143.14,1810.91,128.38,53.06,726.65
3341,15.47,29.11,78.18,148.5,143.22,1815.46,134.21,46.02,724.07
3342,12.75,29.02,78.27,148.58,143.18,1796.52,128.91,51.75,725.36
3343,13.21,28.81,78.48,148.65,143.22,1807.88,124.8,43.33,724.5
3344,13.8,28.51,78.78,148.73,143.37,1810.15,121.97,46.41,726.01
3345,17.56,28.34,78.95,148.81,143.29,1810.91,129.9,44.55,721.91
3346,21.99,29.62,77.67,148.84,143.18,1806.37,149.54,42.72,721.7
3347,17.86,28.98,78.31,148.88,143.1,1806.37,121.44,38.94,723.85
3348,17.34,28.25,79.04,148.88,143.18,1806.37,133.03,50.11,724.28
3349,17.86,28.04,79.25,148.84,143.26,1808.64,110.38,48.52,723.85
3350,19.39,27.1,80.19,148.88,143.26,1826.82,127.01,45.44,726.87
3351,24.71,27.49,79.8,148.88,143.26,1848.03,159.18,54.62,724.28
3352,27.97,29.57,77.72,148.92,143.29,1841.97,144.81,53.4,725.36
3353,21.73,27.23,80.06,148.92,143.29,1841.97,141.49,49.37,724.07
3354,31.37,27.4,79.89,148.96,143.29,1864.7,198.45,34.7,721.27
3355,27.75,29.62,77.67,149,143.29,1834.4,217.59,39.79,722.56
3356,25.76,28.81,78.48,148.96,143.33,1833.64,153.62,60.23,723.64
3357,28.37,28.25,79.04,149,143.33,1845.76,176.19,44.55,724.07
3358,26.34,28.3,78.99,149.03,143.41,1831.37,144.51,53.03,723.21
3359,20.17,28.13,79.16,149.23,143.41,1842.73,144.35,53.06,726.87
3360,24.66,29.49,77.8,149.72,143.41,1839.7,151.86,44.31,722.99
3361,25.19,28.85,78.44,148.62,142.65,1874.55,165.32,43.67,725.58
3362,22.83,29.23,78.06,148.77,142.84,1864.7,150.07,75.86,724.5
3363,25.34,29.06,78.23,148.84,142.91,1856.37,159.34,52.21,722.78
3364,21.97,29.4,77.89,149.03,142.99,1844.25,156.29,45.8,720.62
3365,17.27,29.57,77.72,149.23,143.26,1829.85,208.98,48.7,720.41
3366,15.42,27.49,79.8,149.3,143.37,1856.37,122.55,46.6,730.1
3367,15.56,28,79.29,149.26,143.48,1837.43,133.56,55.54,726.87
3368,16.18,28.59,78.7,149.26,143.56,1846.52,140.12,52.55,728.59
3369,19.64,29.23,78.06,149.26,143.52,1871.52,148.81,44.8,724.28
3370,23.58,27.57,79.72,149.26,143.52,1870.76,139.51,49.1,732.04
3371,22.98,23.27,84.02,149.26,143.48,1847.28,166.5,60.11,735.05
3372,20.24,19.74,87.55,149.3,143.52,1841.22,136.8,47.85,732.9
3373,20.14,20.67,86.61,149.34,143.52,1824.55,127.31,54.16,726.65
3374,18.88,20.38,86.91,149.42,143.45,1843.49,124.64,45.89,728.81
3375,23.25,20.5,86.79,149.45,143.48,1860.91,135.24,34.21,726.87
3376,22.83,20.21,87.08,149.49,143.52,1851.06,144.47,55.57,728.38
3377,16.93,20.33,86.96,149.49,143.48,1837.43,127.2,52.09,727.51
3378,12.38,20.76,86.53,149.42,143.33,1813.94,139.93,46.84,729.67
3379,14.9,20.08,87.21,149.42,143.45,1839.7,136.31,55.32,729.02
3380,14.3,20.04,87.25,149.38,143.37,1829.85,130.4,55.35,727.51
3381,15.96,20.46,86.83,149.45,143.33,1840.46,138.98,50.72,727.73
3382,16.26,20.59,86.7,149.49,143.14,1838.94,143.63,51.11,726.65
3383,20.03,19.7,87.59,149.49,142.84,1829.85,145.08,55.87,725.58
3384,20.84,19.61,87.68,149.42,142.45,1842.73,146.87,49.68,726.44
3385,23.42,20.67,86.61,149.26,142,1834.4,147.37,51.72,726.22
3386,13.2,19.61,87.68,147.97,139.21,1832.12,142.49,46.05,729.88
3387,13.13,20.21,87.08,147.97,139.37,1811.67,148.05,49.37,724.07
3388,14.9,19.95,87.34,147.89,139.94,1810.91,146.72,48.55,724.5
3389,11.45,20.12,87.17,147.66,140.74,1814.7,207.3,43.52,726.87
3390,4.8,16.16,91.13,144.54,138.79,1866.22,170.66,44.31,725.14
3391,14.73,17.52,89.77,144.76,139.1,1870.01,146.56,51.11,727.08
3392,16.32,17.86,89.42,144.99,139.33,1879.85,154.99,43.36,729.02
3393,15.28,17.06,90.23,145.41,139.63,1870.76,135.13,53.25,726.44
3394,15.69,17.57,89.72,145.53,139.75,1879.85,155.6,57.98,729.45
3395,17.01,17.74,89.55,145.79,139.98,1860.16,152.02,65.85,726.01
3396,18.31,16.72,90.57,145.91,140.21,1879.1,111.15,66.18,728.81
3397,17.02,17.78,89.51,146.29,140.78,1882.89,222.28,40.07,732.25
3398,11.14,16.37,90.92,146.37,141.12,1605.6,162.04,70.88,772.74
3399,18.78,17.57,89.72,146.25,141.2,1820,160.25,38.79,713.08
3400,13.31,16.46,90.83,146.59,141.31,1804.09,181.07,66.28,715.67
3401,15.69,15.99,91.3,146.75,141.5,1801.06,165.36,80.19,716.53
3402,16.71,18.55,88.74,146.86,141.77,1810.91,133.64,86.41,714.38
3403,16.48,18.59,88.7,145.95,141.16,1791.97,132.08,58.1,0
3404,16.04,18.33,88.96,146.21,140.89,1783.64,160.9,55.84,0
3405,16.97,17.65,89.64,146.56,141.2,1779.85,155.87,53.34,704.74
3406,15.75,18.72,88.57,146.94,141.58,1857.13,118.81,64.41,721.98
3407,17.09,20.08,87.21,147.2,141.92,1857.13,80,53.34,719.4
3408,17.5,19.35,87.93,147.43,142.23,1851.82,145.73,49.37,717.89
3409,17.17,19.78,87.51,147.55,142.49,1854.1,121.02,53.95,719.4
3410,19.08,19.44,87.85,147.59,142.57,1857.13,116.03,67.43,718.1
3411,17.18,19.57,87.72,147.66,142.72,1791.97,115.19,60.45,738.36
3412,15.04,19.87,87.42,147.81,142.61,1717.72,112.21,65.27,742.89
3413,13.12,20.42,86.87,147.89,142.23,1771.51,155.37,60.11,733.41
3414,13.46,18.84,88.45,148.04,142.23,1788.18,115.26,57.79,730.6
3415,14.04,19.99,87.3,148.04,142.23,1810.15,103.98,64.05,725.43
3416,15.76,19.31,87.98,148.92,142.07,1814.7,108.48,56.12,725.86
3417,17.18,20.16,87.13,148.62,142.15,1814.7,103.9,54.68,725.22
3418,17.94,20.04,87.25,148.39,142.34,1812.43,107.87,64.35,727.59
3419,15.76,20.29,87,148.27,142.42,1798.03,139.51,38.15,728.88
3420,16.55,19.61,87.68,148.31,142.57,1799.55,103.56,60.42,729.53
3421,15.71,19.95,87.34,148.39,142.61,1801.82,100.01,59.78,728.88
3422,22.96,24.17,83.12,148.5,142.76,1826.82,104.13,52.42,725
3423,21.87,24,83.29,148.62,142.91,1826.82,114.2,52,723.49
3424,20.99,24.04,83.25,148.73,143.06,1827.58,108.17,48.92,723.49
3425,22.97,24.72,82.57,148.77,143.1,1831.37,120.3,47.48,721.34
3426,22.12,25.23,82.06,148.84,143.18,1830.61,133.95,35.61,721.77
3427,22.83,23.74,83.55,148.84,142.91,1829.85,116.37,41.29,722.2
3428,23.09,24.55,82.74,148.88,142.49,1829.09,123.19,33.84,722.85
3429,19.07,25.23,82.06,148.88,142.11,1826.06,123,38.76,723.28
3430,18.98,24.42,82.87,148.88,141.84,1833.64,125.82,41.75,723.71
3431,18.58,24.68,82.61,148.88,141.81,1820.76,123.38,37.44,725.43
3432,17.85,24.17,83.12,148.84,141.81,1823.79,123.61,41.17,727.37
3433,17.4,23.61,83.68,148.84,142.38,1819.24,110.88,43.42,727.16
3434,31.59,18.63,98.66,148.16,142.91,1756.36,75.27,48.03,728.88
3435,30.38,13.22,104.07,148.16,142.87,1732.88,94.83,56.15,727.8
3436,30.67,17,107.95,148.2,142.87,1728.33,85.72,59.84,727.8
3437,25.9,17.74,89.55,148.27,142.84,1766.21,112.67,50.11,723.28
3438,19.7,25.02,82.27,149.45,144.25,1790.46,113.47,45.41,709.27
3439,17.92,25.02,82.27,149.53,144.44,1788.94,108.9,41.04,709.7
3440,20.51,24.17,83.12,149.64,144.55,1788.18,109.93,34.76,709.7
3441,20.13,24.55,82.74,149.76,144.67,1785.15,140.2,41.07,708.62
3442,18.98,24.25,83.04,149.87,144.63,1786.67,109.13,25.27,708.62
3443,17.59,23.83,83.46,149.91,144.4,1786.67,141.23,35.12,699.35
3444,17.05,24.93,82.36,149.99,144.32,1791.21,120.6,50.11,700.21
3445,20.37,25.27,82.02,150.06,144.28,1769.24,142.14,41.07,695.04
3446,19.18,24.51,82.78,150.1,144.17,1779.85,153.5,28.23,698.49
3447,20.62,24.04,83.25,150.18,144.17,1788.18,119.5,48.09,702.8
3448,20.37,25.32,81.97,150.18,144.17,1798.03,125.21,51.45,705.17
3449,20.47,24.89,82.4,150.22,144.25,1792.73,126.93,48.37,703.88
3450,21.09,25.1,82.19,150.29,144.32,1790.46,112.94,52.67,703.88
3451,22.38,25.02,82.27,150.29,144.36,1810.15,128.76,44.58,701.94
3452,28.24,25.19,82.1,150.29,144.4,1800.3,106.99,47.97,703.23
3453,24.15,25.32,81.97,150.33,144.44,1788.18,115.19,63.56,704.96
3454,23.41,23.87,83.42,150.29,144.44,1800.3,113.78,61.15,703.45
3455,21.84,23.36,83.93,150.29,144.48,1794.24,112.98,63.77,704.09
3456,22.65,24.34,82.95,150.33,144.55,1801.06,116.83,60.23,705.17
3457,19.06,24.59,82.7,150.41,144.82,1799.55,113.89,63.9,707.11
3458,19.64,24.25,83.04,150.48,144.97,1805.61,105.77,58.89,707.76
3459,21.35,24.89,82.4,150.6,145.12,1812.43,111.57,58.74,706.68
3460,22.11,24.29,83,150.67,145.24,1810.15,118.01,54.99,705.82
3461,30.01,24.68,82.61,150.71,145.31,1813.94,108.71,50.75,702.58
