DENS,GR,SP,DEEP_RES,CAL,Lithology
2.638,151.76,0.608,10.031,11.859,Granitiod
2.659,133.482,4.332,5.829,13.133,Granitiod
2.4312,81.6319,49.4444,6.9719,3.334,Granitiod
,80.092,-2.727,0.404,14.165,Basin Fill
2.1621,77.5213,60.625,83.1952,3.3943,Basin Fill
2.7279,88.5105,48.125,6.9177,3.334,Granitiod
2.4367,199.9405,-17.3438,12.1095,9.9933,Granitiod
2.42,192.016,-1.027,3.126,10.6,Granitiod
2.226,129.903,1.979,0.665,13.517,Granitiod
,128.936,1.914,0.77,14.131,Basin Fill
2.25,162.952,-0.209,1.932,13.574,Granitiod
2.4012,168.2593,-24.375,12.6222,10.4759,Granitiod
2.4322,167.0605,-18.75,13.1737,10.307,Granitiod
2.5631,160.3614,135.8594,317.1623,8.8111,Granitiod
2.4391,191.5493,-21.25,13.1908,9.3178,Granitiod
2.557,169.8656,82.6563,780.5231,8.8111,Granitiod
2.639,141.629,2.086,3.513,12.756,Granitiod
2.5944,172.8583,112.9464,995.2479,8.6422,Granitiod
2.301,155.26,-2.433,3.482,11.26,Granitiod
2.55,128.4,0.16,3.444,9.9,Granitiod
2.6003,176.4603,66.1607,1719.875,9.0162,Granitiod
2.282,147.877,-1.936,5.722,10.604,Granitiod
2.2177,109.1749,59.375,63.0084,3.4547,Basin Fill
2.8698,64.5938,6.25,164.2099,8.9558,Granitiod
3.747,166.467,4.118,29.822,10.7,Granitiod
2.507,92.537,-1.547,0.538,12.787,Basin Fill
2.75,87.052,3.278,7.217,9.6,Granitiod
3.723,160.284,-3.692,47.398,8.6,Granitiod
2.5899,178.5169,117.7679,331.2759,10.5965,Granitiod
4.0913,98.3002,26.875,6.2724,7.098,Granitiod
2.5995,73.6994,37.2656,567.6815,9.2212,Granitiod
,117.532,2.467,0.96,14.088,Basin Fill
2.382,165.691,-0.519,2.666,11.093,Granitiod
2.247,105.435,2.357,0.868,14.28,Granitiod
3.743,146.124,5.187,16.327,11.2,Granitiod
2.4133,148.9073,-19.6875,12.5737,10.1984,Granitiod
2.543,148.567,3.476,2.106,14.79,Granitiod
2.7428,92.7061,43.9583,6.6636,3.2858,Granitiod
2.107,110.64,2.357,0.86,14.307,Granitiod
2.3991,174.1968,-13.5938,11.5826,10.1381,Granitiod
2.5648,275.7673,52.5781,1008.2059,8.8835,Granitiod
2.658,138.303,3.369,5.937,12.47,Granitiod
2.856,66.001,2.005,29.293,10.6,Granitiod
2.085,132.114,2.861,0.829,14.171,Basin Fill
2.268,109.348,3.42,1.932,11.911,Basin Fill
2.326,146.732,-2.139,3.645,10.774,Granitiod
2.5834,147.5123,154.1406,619.3615,8.8111,Granitiod
2.593,131.952,-1.497,7.611,12.054,Granitiod
2.6561,102.2968,43.75,12.6079,3.2858,Granitiod
3.592,99.425,3.497,1.001,12.2,Granitiod
2.619,183.04,2.217,2.198,13.261,Granitiod
2.435,224.377,2.785,1.714,12.289,Granitiod
2.322,149.273,-0.926,1.265,12.383,Granitiod
2.314,163.78,3.316,1.4,12.991,Granitiod
3.134,127.225,5.813,2.981,10.5,Granitiod
2.4791,159.2399,-33.6719,8.8548,11.1515,Granitiod
3.723,160.747,4.118,17.609,10.7,Granitiod
2.66,163.265,3.833,1.493,13.236,Granitiod
3.583,75.122,4.255,8.603,11.0,Granitiod
2.2969,96.9594,54.375,39.2524,3.3823,Granitiod
3.719,139.764,6.17,8.474,10.1,Granitiod
2.667,137.63,2.181,2.952,10.2,Granitiod
2.054,142.894,1.926,0.987,14.056,Basin Fill
2.017,86.635,-0.332,0.86,14.117,Basin Fill
2.4927,175.4812,-54.2188,12.5089,10.2588,Granitiod
2.374,161.787,-2.234,2.432,11.277,Granitiod
2.216,105.435,1.611,0.933,13.447,Granitiod
2.8323,67.3905,-72.5,100.7573,9.0282,Granitiod
2.1495,76.0087,61.875,94.703,3.4305,Basin Fill
2.34,163.6356,-28.2813,11.8006,10.4518,Granitiod
2.663,139.979,2.361,3.195,10.3,Granitiod
2.2743,181.1621,-66.25,14.3496,9.4625,Granitiod
2.724,71.235,2.66,8.521,10.6,Granitiod
2.519,149.301,1.925,2.541,11.3,Granitiod
2.462,209.907,1.016,1.905,11.1,Granitiod
2.612,66.236,1.444,2.008,9.8,Granitiod
3.566,111.349,4.608,60.76,11.3,Granitiod
2.6035,199.8398,80.8594,909.4677,8.7869,Granitiod
2.595,54.14,2.52,25.94,10.1,Granitiod
2.1813,93.7905,55.8594,63.2377,3.4064,Basin Fill
2.491,176.693,-1.979,2.691,12.133,Granitiod
2.325,147.962,-2.149,1.154,12.817,Granitiod
2.363,148.04,1.598,2.239,12.609,Granitiod
3.0675,100.2983,42.3611,6.8557,3.2616,Granitiod
2.9149,64.9084,-11.25,357.5439,8.8473,Granitiod
,111.521,4.652,1.151,14.963,Granitiod
2.1648,46.6668,72.9688,33.5787,3.4547,Basin Fill
2.5895,277.395,111.25,277.139,8.7025,Granitiod
2.5918,233.2659,109.375,865.8086,8.8835,Granitiod
2.443,192.33,0.615,2.223,11.899,Granitiod
2.5003,182.4167,-50.0,12.3096,10.4759,Granitiod
2.5672,316.6441,58.0469,1482.1908,8.8593,Granitiod
2.5635,171.4939,68.5156,515.4635,9.0041,Granitiod
2.561,143.0,4.005,2.896,13.048,Granitiod
2.613,142.287,4.652,4.185,12.955,Granitiod
3.686,128.916,5.762,13.109,9.7,Granitiod
2.5805,155.1085,86.1719,253.0605,8.618,Granitiod
2.5544,105.269,162.7344,287.6984,9.559,Granitiod
2.634,132.772,1.97,2.136,11.8,Granitiod
2.5873,140.0377,134.1406,202.1003,8.9076,Granitiod
2.5621,199.5539,47.6563,1536.8483,9.5349,Granitiod
2.5844,82.0311,51.25,6.8908,3.334,Granitiod
2.568,190.2192,42.2656,574.8316,10.5965,Granitiod
2.6058,152.6794,33.6719,415.1377,8.7146,Granitiod
2.5777,195.9276,12.3438,748.2916,8.98,Granitiod
2.1811,77.1216,55.0,43.0537,3.3823,Granitiod
3.47,133.698,5.192,4.015,11.1,Granitiod
2.5366,59.7984,-77.7778,724.1299,9.3178,Granitiod
,90.88,-1.903,0.354,14.155,Basin Fill
3.559,131.463,5.187,8.665,9.9,Granitiod
,185.885,1.292,1.593,10.844,Granitiod
2.2172,84.1714,51.3281,7.0493,3.3823,Granitiod
2.4903,196.1568,5.4688,421.2892,9.2695,Granitiod
2.4813,173.1408,-48.5938,14.2262,10.3794,Granitiod
2.3956,177.7069,-14.1406,11.4908,10.5,Granitiod
2.6211,109.6624,-57.3438,7.9289,12.382,Granitiod
2.366,105.16,-0.642,2.433,8.2,Granitiod
2.5767,216.0811,33.8281,396.8205,11.1997,Granitiod
2.7874,82.1185,-71.9531,104.9068,8.98,Granitiod
2.6489,112.2863,49.5313,7.3677,3.2858,Granitiod
2.6269,170.8076,77.1094,1153.5699,8.6663,Granitiod
2.3895,171.6265,-13.125,9.3275,10.3311,Granitiod
2.622,189.096,4.027,1.699,13.449,Granitiod
2.6242,85.3137,53.125,6.9946,3.334,Granitiod
2.7224,64.6226,36.7969,134.8465,9.1489,Granitiod
2.6135,169.6649,152.2321,282.8087,8.8593,Granitiod
3.728,158.93,-1.845,38.126,10.0,Granitiod
2.5578,241.9707,56.7969,794.5118,8.8352,Granitiod
2.2237,92.9917,53.75,29.4092,3.3702,Granitiod
2.6212,224.5017,109.6875,268.1556,8.8835,Granitiod
,112.92,1.765,2.741,14.895,Granitiod
2.4576,161.0145,41.7361,192.0313,9.2936,Granitiod
3.722,150.602,4.907,12.869,10.2,Granitiod
2.5697,298.8014,68.125,1224.053,8.9438,Granitiod
2.7662,59.1425,36.9531,131.7782,9.173,Granitiod
2.531,175.133,0.695,2.089,14.125,Granitiod
2.54,180.95,3.306,3.147,12.968,Granitiod
2.317,107.908,1.413,0.742,14.326,Granitiod
,111.815,4.198,0.929,15.003,Granitiod
2.7284,79.1789,-63.125,23.6785,8.98,Granitiod
2.5735,163.1554,28.125,1553.7914,8.98,Granitiod
2.6107,143.088,33.0469,255.3702,8.7628,Granitiod
3.0322,100.4986,43.125,6.7795,3.2858,Granitiod
2.582,268.0605,102.3438,1657.014,8.799,Granitiod
2.6099,158.6217,110.625,570.9586,8.8111,Granitiod
2.6096,227.0097,144.9219,454.3817,8.7387,Granitiod
2.662,150.2,1.738,12.281,11.859,Granitiod
2.4205,91.6802,-68.6806,4.2868,12.9732,Granitiod
2.625,192.6419,152.2656,1284.9166,8.8111,Granitiod
2.7938,72.6144,-64.5313,183.2433,8.9558,Granitiod
2.286,184.845,-1.052,2.978,11.12,Granitiod
2.277,213.187,-6.791,4.546,10.007,Granitiod
,92.12,-1.377,0.421,14.231,Basin Fill
2.053,109.783,2.463,0.876,14.28,Granitiod
2.5782,95.0768,-73.125,67.5981,9.4746,Granitiod
2.5602,228.2418,101.7969,446.4465,8.8111,Granitiod
,121.678,3.904,1.349,14.91,Granitiod
2.5702,178.2038,111.7188,1950.0,8.7869,Granitiod
1.849,95.985,-3.69,4.833,8.4,Granitiod
2.5774,221.7335,115.0781,1037.0406,8.8593,Granitiod
3.732,159.388,4.118,22.685,10.7,Granitiod
2.6299,180.9973,79.0625,321.364,9.0282,Granitiod
3.47,139.88,-1.937,34.224,10.5,Granitiod
2.7309,81.9169,52.8125,8.025,3.3461,Granitiod
1.9134,380.0599,155.0,1052.8518,13.8056,Granitiod
3.688,145.847,-2.086,48.214,9.4,Granitiod
2.313,168.815,0.579,2.618,11.972,Granitiod
2.5903,285.074,106.875,468.908,8.7146,Granitiod
2.532,164.702,3.048,1.652,14.684,Granitiod
3.574,179.54,5.213,10.522,10.0,Granitiod
,79.735,-2.032,0.419,14.219,Basin Fill
3.691,108.434,4.4,17.543,9.7,Granitiod
2.4146,165.6041,-12.6563,9.6049,10.307,Granitiod
3.564,153.526,-1.176,31.624,10.0,Granitiod
3.8,152.988,-2.299,52.58,10.1,Granitiod
2.242,185.904,-1.083,2.366,10.662,Granitiod
2.7786,69.703,36.875,120.7596,9.1489,Granitiod
2.5492,186.881,118.125,99.8239,8.7628,Granitiod
3.916,110.515,3.032,9.383,10.4,Granitiod
2.3759,90.5087,50.0,8.4028,3.3581,Granitiod
3.757,160.564,-2.406,55.757,10.4,Granitiod
2.5154,194.5177,-25.3125,13.3337,10.0295,Granitiod
2.7323,62.5388,-83.3594,124.8273,9.2695,Granitiod
2.5271,264.7219,105.7031,1352.2308,8.618,Granitiod
2.474,177.717,1.016,3.344,11.0,Granitiod
2.5396,170.0628,38.75,890.6293,9.4625,Granitiod
2.135,241.988,3.238,1.99,11.4,Granitiod
3.471,154.906,-4.153,45.059,9.3,Granitiod
2.847,132.745,1.123,49.215,9.5,Granitiod
3.793,135.801,6.489,7.665,10.2,Granitiod
,192.277,1.15,1.453,11.165,Granitiod
1.963,198.403,0.802,3.923,11.6,Granitiod
2.666,140.091,4.545,4.145,12.955,Granitiod
3.701,158.367,-3.811,49.652,8.6,Granitiod
2.455,83.221,2.8,1.062,14.238,Granitiod
3.722,118.791,5.508,12.053,9.7,Granitiod
2.2175,72.5837,55.9375,61.3472,3.4305,Basin Fill
2.591,170.4389,110.7813,380.3781,8.7387,Granitiod
1.813,55.489,1.444,3.774,11.7,Granitiod
3.766,188.724,4.652,21.19,12.6,Granitiod
2.516,174.044,0.147,1.453,13.88,Granitiod
2.543,250.598,1.364,3.696,9.5,Granitiod
3.69,139.357,5.219,11.247,10.2,Granitiod
2.523,84.514,-1.222,0.909,14.171,Basin Fill
,85.326,-0.851,0.39,14.032,Basin Fill
2.3202,38.5895,44.7656,79.3805,3.4547,Basin Fill
2.3847,43.8126,59.375,126.2275,3.4547,Basin Fill
2.3982,118.2794,42.5,9.1148,3.334,Granitiod
3.678,221.242,5.957,7.695,10.1,Granitiod
2.7139,95.1037,44.7656,6.8812,3.3099,Granitiod
2.461,148.668,2.644,1.683,11.925,Granitiod
2.6282,200.1239,9.5313,773.4814,9.6073,Granitiod
2.617,183.679,2.885,2.099,13.276,Granitiod
2.7733,82.2881,50.3125,5.8242,3.334,Granitiod
2.025,84.777,-2.406,0.416,14.205,Basin Fill
2.2907,80.3199,-68.2813,2.2952,13.3954,Granitiod
2.647,136.572,3.476,6.216,12.649,Granitiod
2.1844,257.526,44.6094,221.0802,11.5617,Granitiod
3.607,155.696,-2.951,39.85,9.5,Granitiod
2.6563,101.7006,16.25,123.1565,9.0041,Granitiod
2.4894,139.659,3.1944,3.8763,10.2226,Granitiod
,90.287,-1.934,0.376,14.072,Basin Fill
,107.025,2.787,0.684,14.196,Granitiod
1.657,115.964,1.337,2.464,12.8,Granitiod
2.591,158.691,3.904,2.178,14.842,Granitiod
2.2865,34.2509,59.8438,79.1394,3.4305,Basin Fill
2.5294,135.1071,50.0,188.6187,8.8593,Granitiod
3.3739,119.0794,39.0625,6.7327,3.2858,Granitiod
2.4697,89.3669,49.5313,11.8072,3.3823,Granitiod
3.619,149.831,-1.23,44.722,9.4,Granitiod
2.206,189.207,2.909,1.651,11.538,Granitiod
2.5759,168.4692,108.125,911.7241,9.0041,Granitiod
2.6677,127.7621,67.5,1771.2216,8.98,Granitiod
2.308,168.659,-0.414,2.618,11.066,Granitiod
3.46,178.331,5.722,7.269,10.7,Granitiod
2.65,141.606,3.085,6.733,10.6,Granitiod
2.355,161.367,0.989,1.301,12.519,Granitiod
2.4482,497.6584,155.1563,741.5924,11.0912,Granitiod
2.453,162.0937,-9.5313,9.788,10.1381,Granitiod
2.5919,88.5107,40.0,6.8389,3.2616,Granitiod
2.414,148.042,2.059,3.17,10.4,Granitiod
2.6191,84.3452,-75.0,61.0673,9.5349,Granitiod
3.409,162.151,-0.502,71.307,10.4,Granitiod
2.5756,183.6824,134.8438,982.8683,8.7146,Granitiod
2.466,87.805,-0.446,0.645,13.417,Basin Fill
2.6166,102.5841,-75.3906,42.9862,9.3419,Granitiod
2.6087,126.9921,73.5156,966.5001,8.8111,Granitiod
2.6654,140.6645,75.625,891.1002,8.8714,Granitiod
2.4831,165.1495,-51.25,12.2148,10.0899,Granitiod
2.3904,188.1544,-50.625,17.1644,10.0899,Granitiod
2.3597,27.9429,63.75,221.9346,3.4547,Basin Fill
2.292,200.536,-7.306,2.199,10.089,Granitiod
2.656,170.256,3.904,1.762,12.822,Granitiod
2.351,150.902,-0.481,1.714,12.79,Granitiod
2.303,141.197,-2.567,0.942,12.356,Granitiod
2.799,143.2557,45.0,6.9026,3.3099,Granitiod
2.621,135.512,1.765,3.715,13.327,Granitiod
2.32,178.009,-0.335,2.594,10.969,Granitiod
2.5625,197.6122,109.375,407.711,8.6904,Granitiod
2.5758,162.3894,108.125,1950.0,8.7387,Granitiod
2.531,158.511,3.938,1.387,14.166,Granitiod
2.605,132.613,-1.203,4.633,11.965,Granitiod
2.5405,176.1464,130.7813,1036.1908,8.5457,Granitiod
2.452,104.515,2.71,1.897,10.2,Granitiod
2.8506,61.1684,-3.125,540.8516,8.9438,Granitiod
2.591,144.874,-1.15,7.126,11.806,Granitiod
2.2622,77.6639,55.625,33.0059,3.3823,Granitiod
2.3192,91.7638,56.25,47.3389,3.3823,Basin Fill
4.6159,71.5279,43.75,5.8221,8.8473,Granitiod
2.592,179.255,2.533,2.844,13.216,Granitiod
2.5823,232.2383,108.3036,1739.2843,8.7628,Granitiod
2.521,154.594,3.342,1.88,12.054,Granitiod
3.691,163.825,-1.671,32.247,8.6,Granitiod
2.4927,127.5327,36.875,741.6514,9.4384,Granitiod
2.666,180.283,3.909,2.12,13.407,Granitiod
2.4792,94.39,51.875,8.7679,3.334,Granitiod
2.5805,163.5582,57.4219,830.8352,8.7749,Granitiod
2.059,115.729,5.19,1.053,15.026,Granitiod
2.36,167.324,-1.931,3.482,10.972,Granitiod
2.467,96.506,0.061,0.652,13.92,Basin Fill
2.205,113.07,1.979,2.844,14.803,Granitiod
,111.17,4.545,1.133,14.963,Granitiod
,104.966,2.603,0.595,14.291,Granitiod
2.573,67.254,1.551,2.96,10.9,Granitiod
3.41,188.503,-4.87,30.807,9.7,Granitiod
3.665,142.945,4.801,13.362,10.4,Granitiod
2.5943,164.0117,37.2656,402.9131,9.0162,Granitiod
3.244,185.211,-1.691,25.147,9.3,Granitiod
2.9131,60.4548,8.75,167.5057,9.0041,Granitiod
2.575,171.809,3.259,2.907,13.048,Granitiod
,81.615,-1.23,0.469,14.165,Basin Fill
2.4944,169.8867,-27.2656,11.8859,11.2963,Granitiod
2.8284,86.0274,46.875,6.1631,3.334,Granitiod
3.37,144.966,0.778,67.39,10.1,Granitiod
2.5857,273.5121,101.3281,714.3732,8.8473,Granitiod
2.4523,155.2439,-26.875,10.9335,11.2239,Granitiod
2.7722,93.7053,43.75,6.6992,3.2858,Granitiod
2.585,186.919,1.917,2.388,14.02,Granitiod
2.452,121.529,3.69,5.129,13.042,Granitiod
3.706,138.696,6.17,8.474,10.1,Granitiod
,189.093,1.448,0.635,14.249,Granitiod
2.297,98.771,-0.897,0.518,12.974,Basin Fill
2.109,67.3888,55.0,187.8002,3.3823,Basin Fill
2.554,171.222,1.821,1.578,13.984,Granitiod
3.513,122.488,6.32,5.655,9.8,Granitiod
2.039,83.13,-2.02,0.504,14.245,Basin Fill
2.7897,64.5363,-73.2813,162.3545,9.0765,Granitiod
2.386,183.491,-7.884,1.594,10.854,Granitiod
2.5734,314.2179,50.7031,1138.8405,8.8835,Granitiod
2.8003,70.73,-72.5,97.6424,9.0041,Granitiod
2.545,168.463,2.086,1.915,13.831,Granitiod
2.5762,236.1749,8.125,1213.4432,9.0524,Granitiod
2.057,81.516,-3.262,0.46,14.245,Basin Fill
3.823,161.753,-2.487,54.674,10.0,Granitiod
2.6223,135.297,37.5,415.9813,8.8955,Granitiod
2.353,149.672,-2.353,0.943,12.569,Granitiod
2.453,175.8811,-50.625,13.5069,10.1864,Granitiod
2.463,171.169,0.834,3.356,11.283,Granitiod
2.335,179.252,-0.945,3.058,11.04,Granitiod
2.8299,90.282,-73.3594,87.2999,9.173,Granitiod
,110.02,4.465,1.062,14.949,Granitiod
2.345,159.382,0.673,3.16,11.8,Granitiod
2.5983,184.6519,83.4375,1082.0128,8.6904,Granitiod
,85.405,-1.079,0.452,14.191,Basin Fill
2.643,134.168,2.193,3.888,12.862,Granitiod
,114.432,2.193,0.595,14.021,Granitiod
2.5561,179.0293,42.2656,486.2238,11.1032,Granitiod
3.623,150.847,-1.396,44.882,9.4,Granitiod
2.635,167.542,3.904,1.652,12.985,Granitiod
3.615,127.338,5.299,17.727,9.7,Granitiod
3.829,165.477,-2.107,110.522,9.0,Granitiod
3.545,167.436,0.053,26.165,9.2,Granitiod
2.652,184.709,3.24,2.454,13.394,Granitiod
2.5758,143.521,70.0781,1907.1095,8.98,Granitiod
2.526,254.956,1.026,1.779,12.21,Granitiod
3.9251,86.9978,45.0,5.7224,8.8593,Granitiod
2.29,91.798,-0.837,0.553,13.597,Basin Fill
3.739,169.976,-1.787,78.975,10.2,Granitiod
2.376,93.065,2.053,0.876,14.371,Granitiod
3.711,160.37,-2.224,46.973,9.1,Granitiod
3.735,167.244,-0.214,94.222,10.0,Granitiod
2.6193,166.01,38.75,996.022,8.8593,Granitiod
2.532,168.982,0.753,1.669,13.753,Granitiod
2.5929,168.125,138.3594,1132.7607,8.6663,Granitiod
2.338,151.862,3.69,1.932,14.816,Granitiod
2.7349,68.5051,37.1875,188.5785,8.98,Granitiod
,81.07,-1.444,0.444,14.203,Basin Fill
,122.619,4.786,0.951,14.961,Granitiod
2.8477,62.9382,-86.0156,199.443,8.8593,Granitiod
3.541,170.475,-0.267,55.597,9.2,Granitiod
2.778,73.3278,-64.375,194.3466,8.9558,Granitiod
2.539,149.401,-1.15,2.198,12.316,Granitiod
2.3292,93.3625,51.875,7.8431,3.3581,Granitiod
2.4555,141.6853,-17.5,14.8331,10.2105,Granitiod
2.6238,159.9617,136.0938,522.1238,8.7628,Granitiod
2.5038,163.152,-54.375,12.4025,10.0899,Granitiod
2.5575,192.5032,42.5,807.0662,11.1515,Granitiod
2.3987,159.0396,-13.125,10.709,9.9933,Granitiod
2.1691,87.3684,55.0,123.4311,3.4064,Basin Fill
2.5624,194.9586,114.1406,906.5919,8.7387,Granitiod
2.378,170.397,0.092,2.95,11.553,Granitiod
2.026,120.442,2.713,2.578,9.9,Granitiod
3.502,124.016,5.358,3.281,10.6,Granitiod
2.7752,61.0262,36.875,121.8654,9.1006,Granitiod
,89.244,-1.872,0.375,14.072,Basin Fill
2.658,165.867,3.904,1.747,12.922,Granitiod
2.308,96.664,-0.822,0.509,13.024,Basin Fill
3.695,131.719,6.489,7.872,10.2,Granitiod
2.459,135.764,1.765,2.534,11.8,Granitiod
2.4709,158.9603,42.6389,79.5208,9.3419,Granitiod
3.784,160.8,-1.417,46.801,9.9,Granitiod
3.157,133.874,6.192,6.545,10.0,Granitiod
2.628,130.477,-1.203,4.766,11.945,Granitiod
,125.105,4.634,0.852,14.855,Granitiod
2.008,189.632,1.363,1.507,11.102,Granitiod
3.722,112.159,4.759,17.598,9.6,Granitiod
2.683,57.42,1.979,3.091,12.1,Granitiod
,123.923,4.733,0.884,14.881,Granitiod
2.5693,189.5072,110.0781,1403.4547,8.6663,Granitiod
2.004,83.125,-2.243,0.401,14.218,Basin Fill
3.801,159.912,-1.68,38.66,9.7,Granitiod
2.613,132.8725,80.9375,1024.7612,8.7146,Granitiod
2.021,166.4,1.123,1.95,11.093,Granitiod
2.5984,221.2203,51.7857,272.9374,8.8835,Granitiod
2.3648,191.7792,-50.625,14.3959,10.1019,Granitiod
2.5765,181.5103,66.5625,248.9301,8.799,Granitiod
,112.127,1.765,2.618,14.817,Granitiod
2.5963,167.5844,50.7031,824.1601,9.5108,Granitiod
2.0,98.876,3.248,0.665,14.353,Granitiod
2.8026,71.729,-72.5,99.9849,8.98,Granitiod
2.6124,144.7173,53.75,701.4156,8.7869,Granitiod
2.259,196.444,3.268,0.884,14.34,Granitiod
,128.032,2.421,1.209,12.624,Basin Fill
3.785,175.904,5.851,11.509,10.1,Granitiod
2.4989,167.746,-54.0625,10.5589,10.2588,Granitiod
2.3286,30.8828,63.75,75.9381,3.4305,Basin Fill
3.784,156.222,-2.513,45.7,10.0,Granitiod
2.832,86.681,3.112,8.312,9.7,Granitiod
2.6028,153.2249,135.8036,710.5354,8.7628,Granitiod
2.4331,155.1872,-57.2656,14.3652,10.3794,Granitiod
2.248,157.338,0.606,1.95,11.86,Granitiod
3.598,163.347,-3.404,24.778,8.6,Granitiod
2.363,105.571,1.65,0.756,14.331,Granitiod
2.4487,129.0736,10.9375,99.5098,8.98,Granitiod
3.413,153.293,-3.164,45.819,9.4,Granitiod
2.306,117.048,5.107,1.072,14.896,Granitiod
2.6533,119.7104,-73.6111,55.1702,8.8835,Granitiod
2.585,179.571,1.205,1.714,14.431,Granitiod
2.5994,177.4819,-70.4167,152.7529,8.8111,Granitiod
3.611,121.859,5.252,3.329,10.7,Granitiod
2.409,117.287,0.508,1.372,12.104,Granitiod
2.7808,82.1173,49.375,7.1162,3.334,Granitiod
2.4622,172.34,-12.9688,11.3987,10.4759,Granitiod
2.6111,287.5261,70.9375,437.6799,8.9076,Granitiod
2.7345,59.5417,-84.5139,177.7288,9.2333,Granitiod
2.472,164.492,-44.375,11.5906,10.488,Granitiod
,82.095,-2.664,0.393,14.132,Basin Fill
,185.9,1.31,1.578,10.894,Granitiod
2.6009,237.0333,95.8594,484.9327,8.8835,Granitiod
2.6039,184.0791,150.7813,1505.1641,8.8111,Granitiod
2.632,103.479,-1.227,2.646,9.3,Granitiod
2.601,159.84,3.797,1.683,14.763,Granitiod
2.5713,233.9479,8.2031,756.8315,9.0524,Granitiod
2.11,88.587,-1.658,0.468,14.012,Basin Fill
3.658,142.554,6.596,7.508,10.2,Granitiod
2.5981,240.1733,122.8906,1919.6389,8.7146,Granitiod
2.6011,180.8542,152.6563,273.7207,8.8593,Granitiod
2.3733,150.107,-58.4375,11.6994,10.3553,Granitiod
2.201,108.276,3.474,6.892,10.3,Granitiod
2.61,130.053,2.193,5.415,12.556,Granitiod
3.105,126.712,6.485,5.529,9.9,Granitiod
,82.271,-1.727,0.397,14.241,Basin Fill
2.5265,40.4446,68.4375,198.7283,3.4547,Basin Fill
2.4739,168.2328,-51.5625,11.1687,10.3673,Granitiod
2.7742,106.0646,44.375,6.7734,3.2858,Granitiod
3.587,93.5055,46.25,6.3991,8.8352,Granitiod
3.736,139.497,-2.647,91.513,9.3,Granitiod
2.4476,53.148,-80.9028,203.3063,11.2963,Granitiod
3.698,126.372,5.915,6.457,10.2,Granitiod
2.588,153.58,4.011,1.968,14.843,Granitiod
2.426,171.08,3.207,1.375,14.245,Granitiod
2.5776,160.7613,30.0,364.7443,8.6904,Granitiod
2.3729,95.1891,50.0,11.0999,3.3823,Granitiod
3.239,129.736,6.064,8.019,10.4,Granitiod
2.086,121.194,4.332,1.133,15.003,Granitiod
2.603,181.56,3.57,2.987,13.325,Granitiod
2.511,151.856,4.545,4.034,13.447,Granitiod
2.1269,49.0931,59.375,25.9942,3.4426,Basin Fill
2.9826,101.3549,42.5,7.0223,3.2375,Granitiod
2.5897,278.7658,53.125,1767.1388,8.8835,Granitiod
2.539,129.8055,141.4063,125.2779,8.8473,Granitiod
2.518,126.053,-1.497,4.588,11.858,Granitiod
2.22,98.436,2.605,1.325,12.95,Basin Fill
2.005,127.987,2.923,1.426,13.123,Basin Fill
2.2008,76.3223,53.125,144.1225,3.4064,Basin Fill
2.5339,133.1249,-66.25,19.9865,10.2588,Granitiod
2.229,152.863,0.286,3.748,11.021,Granitiod
3.708,116.466,4.913,19.041,9.7,Granitiod
,80.114,-1.661,0.412,14.085,Basin Fill
2.5943,178.8259,155.4688,909.3448,8.9076,Granitiod
2.755,129.611,4.114,2.477,13.939,Granitiod
2.1251,86.7406,52.5781,40.2113,3.4547,Basin Fill
2.441,167.467,3.583,1.669,12.614,Granitiod
2.015,122.221,2.598,0.86,13.978,Basin Fill
2.8672,61.2259,3.6806,152.9514,8.9558,Granitiod
2.443,188.564,1.24,1.637,13.008,Granitiod
2.702,96.432,2.135,1.005,14.227,Granitiod
1.997,137.224,1.551,3.134,12.0,Granitiod
2.2156,82.2027,56.7188,61.8584,3.4185,Basin Fill
2.363,73.513,-0.664,0.814,14.267,Basin Fill
3.681,147.893,6.596,7.694,10.2,Granitiod
2.244,96.054,2.083,0.961,14.135,Granitiod
3.661,152.348,0.374,34.345,10.1,Granitiod
2.398,112.932,2.053,0.777,14.303,Granitiod
,117.935,2.71,0.677,14.265,Granitiod
2.422,175.055,0.696,3.007,9.4,Granitiod
2.449,172.836,0.857,2.546,12.245,Granitiod
2.9295,72.1293,-5.1563,137.3702,8.9317,Granitiod
2.08,159.181,0.566,1.764,11.455,Granitiod
,129.96,-2.135,3.784,10.056,Granitiod
3.678,135.053,5.957,10.056,10.4,Granitiod
2.6747,79.3215,-168.75,28.88,9.3419,Granitiod
2.352,158.988,0.134,1.48,12.042,Granitiod
2.4897,134.2661,-64.1406,6.1461,12.3579,Granitiod
3.486,162.151,-0.374,34.931,10.4,Granitiod
2.114,137.719,2.262,0.917,13.974,Basin Fill
2.565,142.97,1.619,2.134,9.4,Granitiod
3.721,158.945,-2.068,30.617,9.1,Granitiod
2.4591,143.3146,-68.0469,19.9833,11.3928,Granitiod
2.611,133.769,4.545,5.502,13.228,Granitiod
2.319,174.376,-2.123,1.762,11.769,Granitiod
3.587,139.88,-1.15,24.625,9.3,Granitiod
1.919,171.145,1.026,2.778,11.4,Granitiod
3.094,97.881,3.936,4.296,10.7,Granitiod
2.6196,142.9759,56.25,1014.0304,8.7146,Granitiod
2.1871,87.1399,49.9219,67.2046,3.4426,Basin Fill
2.6577,89.1093,50.625,6.9893,3.3099,Granitiod
